ticker,company_name,sector,industry,company_size,source,metadata_source,metadata_source_url,metadata_as_of,business_description,flagship_products,revenue_segments,primary_customers,geographic_exposure,competitive_position,key_static_risks,exchange,currency,country,website,founded_year,headquarters,ipo_year,market_cap
AXP,American Express Company,Finance,Finance: Consumer Services,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/axp,2026-06-17,"American Express (NYSE: AXP) is a global payments and premium lifestyle brand powered by technology. Our colleagues around the world back our customers with differentiated products, services, and experiences that enrich lives and build business success. Founded in 1850 and headquartered in New York, American Express' brand is built on trust, security, service, and a rich history of delivering innovation and Membership value for our customers. We seek to provide the world's best customer experience every day to a broad range of consumers, small and medium-sized businesses, and large corporations, and we build and manage relationships with millions of merchants across our global network.",,,,North America,,,,USD,United States,https://www.americanexpress.com,,"200 VESEY STREET, NEW YORK, New York, 10285, United States",,232495912188.00
C,Citigroup Inc.,Finance,Major Banks,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/c,2026-06-17,"Citi is a preeminent banking partner for institutions with cross-border needs, a global leader in wealth management and a valued personal bank in its home market of the United States. Citi does business in more than 180 countries and jurisdictions, providing corporations, governments, investors, institutions and individuals with a broad range of financial products and services.",,,,North America,,,,USD,United States,https://www.citigroup.com,,"388 GREENWICH STREET, NEW YORK, New York, 10013, United States",,243880448795.00
SCHW,The Charles Schwab Corporation,Finance,Investment Bankers/Brokers/Service,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/schw,2026-06-17,"The Charles Schwab Corporation (NYSE: SCHW) is a leading provider of financial services, with 39.3 million active brokerage accounts, 5.9 million workplace plan participant accounts, 2.3 million banking accounts, and $12.61 trillion in client assets as of April 30, 2026. Through its operating subsidiaries, the company provides a full range of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services to individual investors and independent investment advisors. Its broker-dealer subsidiary, Charles Schwab & Co., Inc. (member SIPC, https://www.sipc.",,,,North America,,,,USD,United States,https://www.aboutschwab.com,,"3000 SCHWAB WAY, WESTLAKE, Texas, 76262, United States",,162904822941.00
CB,Chubb Limited,Finance,Property-Casualty Insurers,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/cb,2026-06-17,"Chubb is a world leader in insurance. With operations in 54 countries and territories, Chubb provides commercial and personal property and casualty insurance, personal accident and supplemental health insurance, reinsurance and life insurance to a diverse group of clients. The company is defined by its extensive product and service offerings, broad distribution capabilities, exceptional financial strength and local operations globally. Parent company Chubb Limited is listed on the New York Stock Exchange (NYSE: CB) and is a component of the S&P 500 index. Chubb employs approximately 45,000 people worldwide.",,,,Europe,,,,USD,Switzerland,https://www.chubb.com,,"BAERENGASSE 32, ZURICH, 8001, Switzerland",,127563310262.00
MMC,,,,blue_chip,sp500,,,,,,,,,,,,,,,,,,
PGR,Progressive Corporation (The),Finance,Property-Casualty Insurers,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/pgr,2026-06-17,"Progressive Insurance® makes it easy to understand, buy and use car insurance, home insurance, and other protection needs. Progressive offers choices so consumers can reach us however it's most convenient for them - online at progressive.com, by phone at 1-800-PROGRESSIVE, via the Progressive mobile app, or in-person with a local agent. Progressive provides insurance for personal and commercial autos and trucks, motorcycles, boats, recreational vehicles, and homes; it is the second largest personal auto insurer in the country, a leading seller of commercial auto, motorcycle, and boat insurance, and one of the top 15 homeowners insurance carriers. Founded in 1937, Progressive continues its long history of offering shopping tools and services that save customers time and money, like Name Your Price®, Snapshot®, and HomeQuote Explorer®.",,,,North America,,,,USD,United States,https://www.progressive.com,,"300 NORTH COMMONS BLVD., MAYFIELD VILLAGE, Ohio, 44143, United States",,119590300722.00
AON,Aon plc,Finance,Specialty Insurers,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/aon,2026-06-17,"Aon plc (NYSE: AON) exists to shape decisions for the better - to protect and enrich the lives of people around the world. Through actionable analytic insight, globally integrated Risk Capital and Human Capital expertise, and locally relevant solutions, our colleagues provide clients in over 120 countries with the clarity and confidence to make better risk and people decisions that protect and grow their businesses.",,,,North America,,,,USD,United States,https://www.aon.com,,"15 GEORGE'S QUAY, DUBLIN, D02 VR98, Ireland",,70790079746.00
CME,CME Group Inc.,Finance,Investment Bankers/Brokers/Service,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/cme,2026-06-17,"As the world's leading derivatives marketplace, CME Group ( www.cmegroup.com ) enables clients to trade futures, options, cash and OTC markets, optimize portfolios, and analyze data - empowering market participants worldwide to efficiently manage risk and capture opportunities. CME Group exchanges offer the widest range of global benchmark products across all major asset classes based on interest rates, equity indexes, foreign exchange, cryptocurrencies, energy, agricultural products and metals. The company offers futures and options on futures trading through the CME Globex platform, fixed income trading via BrokerTec and foreign exchange trading on the EBS platform. In addition, it operates one of the world's leading central counterparty clearing providers, CME Clearing.",,,,North America,,,,USD,United States,https://www.cmegroup.com,,"20 SOUTH WACKER DRIVE, CHICAGO, Illinois, 60606, United States",2002,94793205175.00
ICE,Intercontinental Exchange Inc.,Finance,Investment Bankers/Brokers/Service,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/ice,2026-06-17,"Intercontinental Exchange, Inc. (NYSE: ICE) is a Fortune 500 company that designs, builds, and operates digital networks that connect people to opportunity. We provide financial technology and data services across major asset classes helping our customers access mission-critical workflow tools that increase transparency and efficiency. ICE's futures, equity, and options exchanges -- including the New York Stock Exchange -- and clearing houses help people invest, raise capital and manage risk. We offer some of the world's largest markets to trade and clear energy and environmental products. Our fixed income, data services and execution capabilities provide information, analytics and platforms that help our customers streamline processes and capitalize on opportunities. At ICE Mortgage Technology, we are transforming U.S. housing finance, from initial consumer engagement through loan production, closing, registration and the long-term servicing relationship.",,,,North America,,,,USD,United States,https://www.theice.com,,"5660 NEW NORTHSIDE DRIVE,THIRD FLOOR, ATLANTA, Georgia, 30328, United States",2005,79895605294.00
MCO,Moody's Corporation,Finance,Finance: Consumer Services,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/mco,2026-06-17,"In a world shaped by increasingly interconnected risks, Moody's (NYSE:MCO) data, insights, and innovative technologies help customers develop a holistic view of their world and unlock opportunities. With a rich history of experience in global markets and a diverse workforce of approximately 16,000 across more than 40 countries, Moody's gives customers the comprehensive perspective needed to act with confidence and thrive.",,,,North America,,,,USD,United States,https://www.moodys.com,,"7 WORLD TRADE CENTER AT 250 GREENWICH STREET, NEW YORK, New York, 10007, United States",,81831227000.00
MET,"MetLife, Inc.",Finance,Life Insurance,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/met,2026-06-17,"MetLife, Inc. (NYSE: MET), through its subsidiaries and affiliates ('MetLife'), is one of the world's leading financial services companies, providing insurance, annuities, employee benefits and asset management to help individual and institutional customers build a more confident future. Founded in 1868, MetLife has operations in more than 40 markets globally and holds leading positions in the United States, Asia, Latin America, Europe and the Middle East. For more information, visit www.metlife.com.",,,,North America,,,,USD,United States,https://www.metlife.com,,"200 PARK AVENUE, NEW YORK, New York, 10166-0188, United States",2000,56236374485.00
AIG,"American International Group, Inc.",Finance,Life Insurance,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/aig,2026-06-17,"American International Group, Inc. (NYSE: AIG) is a leading global insurance organization. AIG provides insurance solutions that help businesses and individuals in more than 200 countries and jurisdictions protect their assets and manage risks through AIG operations, licenses and authorizations as well as network partners. For additional information, visit www.aig.com. This website with additional information about AIG has been provided as a convenience, and the information contained on such website is not incorporated by reference into this press release. AIG is the marketing name for the worldwide operations of American International Group, Inc. All products and services are written or provided by subsidiaries or affiliates of American International Group, Inc. Products or services may not be available in all countries and jurisdictions, and coverage is subject to underwriting requirements and actual policy language.",,,,North America,,,,USD,United States,https://www.aig.com,,"1271 AVENUE OF THE AMERICAS, NEW YORK, New York, 10020, United States",,39876809881.00
AFL,Aflac Incorporated,Finance,Accident &Health Insurance,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/afl,2026-06-17,"Aflac Incorporated (NYSE: AFL ), a Fortune 500 company, has helped provide financial protection and peace of mind for more than seven decades to millions of policyholders and customers through its subsidiaries in the U.S. and Japan.In the U.S., Aflac is the No. 1 provider of supplemental health insurance products. 1 In Japan, Aflac Life Insurance Japan is the leading provider of cancer and medical insurance in terms of policies in force. 2 The company takes pride in being there for its policyholders when they need us most, as well as being included in the World's Most Ethical Companies by Ethisphere for 20 consecutive years (2026) and Fortune's World's Most Admired Companies for 25 years (2026). In addition, the company became a signatory of the Principles for Responsible Investment ( PRI ) in 2021. To find out how to get help with expenses health insurance doesn't cover, get to know us at aflac.com or aflac.com/español.",,,,North America,,,,USD,United States,https://www.aflac.com,,"1932 WYNNTON ROAD, COLUMBUS, Georgia, 31999, United States",,59759917579.00
PRU,"Prudential Financial, Inc.",Finance,Life Insurance,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/pru,2026-06-17,"PGIM, the global asset management business of Prudential Financial, Inc. ( NYSE: PRU ) is built on a 150-year legacy of strength, stability, and disciplined risk management through more than 30 market cycles. Managing $1.4 trillion in assets,1 PGIM offers clients deep expertise across public and private asset classes, delivering a diverse range of investment strategies and tailored solutions - including fixed income, equities, real estate and alternatives. With 1,500+ investment professionals across 40 offices in 20 countries, we serve retail and institutional clients worldwide.",,,,North America,,,,USD,United States,https://www.prudential.com,,"751 BROAD STREET, NEWARK, New Jersey, 07102, United States",2001,37878520000.00
ALL,Allstate Corporation (The),Finance,Property-Casualty Insurers,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/all,2026-06-17,"The Allstate Corporation (NYSE: ALL) protects people from life's uncertainties with affordable, simple and connected protection for autos, homes, electronic devices and identities. Products are available through a broad distribution network including Allstate agents, independent agents, major retailers, online and at the workplace. Allstate has more than 212 million policies in force and is widely known for the slogan 'You're in Good Hands with Allstate. ' For more information, visit www.allstate.com.",,,,North America,,,,USD,United States,https://www.allstate.com,,"3100 SANDERS ROAD, NORTHBROOK, Illinois, 60062, United States",,57428035274.00
TRV,"The Travelers Companies, Inc.",Finance,Property-Casualty Insurers,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/trv,2026-06-17,"The Travelers Companies, Inc. (NYSE: TRV ) is a leading provider of property casualty insurance for auto, home and business. A component of the Dow Jones Industrial Average, Travelers has more than 30,000 employees and generated revenues of nearly $49 billion in 2025.",,,,North America,,,,USD,United States,https://www.travelers.com,,"485 LEXINGTON AVENUE, NEW YORK, New York, 10017, United States",,65390369544.00
COF,Capital One Financial Corporation,Finance,Major Banks,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/cof,2026-06-17,"Capital One Financial Corporation (NYSE: COF) is a leading technology-based financial services company with $489.1 billion in deposits and $682.9 billion in total assets as of March 31, 2026. Headquartered in McLean, Virginia, the company operates as a premier global payments provider and diversified financial institution, delivering a broad suite of products and consumer lifestyle and shopping experiences through its Credit Card, Consumer Banking including its Global Payment Network, and Commercial Banking lines of business. As the only major U.S. bank to migrate entirely to the public cloud, Capital One leverages proprietary data and advanced analytics to democratize financial tools across its primary markets in the United States, Canada, and the United Kingdom.",,,,North America,,,,USD,United States,https://www.capitalone.com,,"1680 CAPITAL ONE DRIVE, MCLEAN, Virginia, 22102, United States",1994,123585828278.00
BK,,,,blue_chip,sp500,,,,,,,,,,,,,,,,,,
USB,U.S. Bancorp,Finance,Major Banks,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/usb,2026-06-17,"Headquartered in Minneapolis, U.S. Bancorp is the parent company of U.S. Bank National Association, the fifth-largest commercial bank in the United States. Our three major business lines serve 15 million clients throughout the U.S., Canada and Europe, and our team of nearly 70,000 people invest our hearts and minds to power human potential every day. Ranked 105th on the Fortune 500, we are deeply respected for our culture and long-term stewardship and admired for our diversified business mix and product capabilities.",,,,North America,,,,USD,United States,https://www.usbank.com,,"800 NICOLLET MALL, MINNEAPOLIS, Minnesota, 55402, United States",,91346115956.00
PNC,"PNC Financial Services Group, Inc. (The)",Finance,Major Banks,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/pnc,2026-06-17,"PNC is one of the largest diversified financial services institutions in the United States, organized around its customers and communities for strong relationships and local delivery of retail and business banking including a full range of lending products; specialized services for corporations and government entities, including corporate banking, real estate finance and asset-based lending; wealth management and asset management.",,,,North America,,,,USD,United States,https://www.pnc.com,,"300 FIFTH AVENUE, PITTSBURGH, Pennsylvania, 15222-2401, United States",,94243203484.00
FITB,Fifth Third Bancorp,Finance,Major Banks,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/fitb,2026-06-17,"Fifth Third is a bank that's as long on innovation as it is on history. Since 1858, we've been helping individuals, families, businesses and communities grow through smart financial services that improve lives. Our list of firsts is extensive, and it's one that continues to expand as we explore the intersection of tech-driven innovation, dedicated people and focused community impact. Fifth Third is one of the few U.S.-based banks to have been named among Ethisphere's World's Most Ethical Companies® for several years. With a commitment to taking care of our customers, employees, communities and shareholders, our goal is not only to be the nation's highest performing regional bank, but to be the bank people most value and trust.",,,,North America,,,,USD,United States,https://www.53.com,,"FIFTH THIRD CENTER,38 FOUNTAIN SQUARE PLAZA, CINCINNATI, Ohio, 45263, United States",,48433289125.00
CFG,"Citizens Financial Group, Inc.",Finance,Major Banks,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/cfg,2026-06-17,"Citizens Financial Group, Inc. is one of the nation's oldest and largest financial institutions, with $227.9 billion in assets as of March 31, 2026. Headquartered in Providence, Rhode Island, Citizens offers a broad range of retail, private banking, wealth management and commercial banking products and services to individuals, small businesses, middle-market companies, large corporations and institutions. Citizens helps its customers reach their potential by listening to them and by understanding their needs in order to offer tailored advice, ideas and solutions. In Consumer Banking, Citizens provides an integrated experience that includes mobile and online banking, a full-service customer contact center and the convenience of approximately 3,000 ATMs and approximately 1,000 branches in 14 states and the District of Columbia. Consumer Banking products and services include a full range of banking, lending, savings, wealth management and small business offerings.",,,,North America,,,,USD,United States,https://www.citizensbank.com,,"ONE CITIZENS PLAZA, PROVIDENCE, Rhode Island, 02903, United States",2014,28447268238.00
HBAN,Huntington Bancshares Incorporated,Finance,Major Banks,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/hban,2026-06-17,"Huntington Bancshares Incorporated is a $285 billion asset regional bank holding company headquartered in Columbus, Ohio. Founded in 1866, The Huntington National Bank and its affiliates provide consumers, small and middle-market businesses, corporations, municipalities, and other organizations with a comprehensive suite of banking, payments, wealth management, and risk management products and services. Huntington operates over 1,400 branches in 21 states, with certain businesses operating in extended geographies. Visit Huntington.com for more information.",,,,North America,,,,USD,United States,https://www.huntington.com,,"41 SOUTH HIGH STREET, COLUMBUS, Ohio, 43287, United States",,35109901767.00
RF,Regions Financial Corporation,Finance,Major Banks,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/rf,2026-06-17,"Regions Financial Corporation (NYSE:RF), with $161 billion in assets, is a member of the S&P 500 Index and is one of the nation's largest full-service providers of consumer and commercial banking, wealth management, and mortgage products and services. Regions serves customers across the South, Midwest and Texas, and through its subsidiary, Regions Bank, operates more than 1,200 banking offices and more than 1,750 ATMs. Regions Bank is an Equal Housing Lender and Member FDIC. Additional information about Regions and its full line of products and services can be found at www.regions.com.",,,,North America,,,,USD,United States,https://www.regions.com,,"1900 FIFTH AVENUE NORTH, BIRMINGHAM, Alabama, 35203, United States",,24748006602.00
KEY,KeyCorp,Finance,Major Banks,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/key,2026-06-17,"KeyCorp's roots trace back more than 200 years to Albany, New York. Headquartered in Cleveland, Ohio, Key is one of the nation's largest bank-based financial services companies, with assets of approximately $189 billion at March 31, 2026. Key provides deposit, lending, cash management, and investment services to individuals and businesses in 15 states under the name KeyBank National Association through a network of approximately 950 branches and approximately 1,100 ATMs. Key also provides a broad range of sophisticated corporate and investment banking products, such as merger and acquisition advice, public and private debt and equity, syndications and derivatives to middle market companies in selected industries throughout the United States under the KeyBanc Capital Markets trade name.",,,,North America,,,,USD,United States,https://www.key.com,,"127 PUBLIC SQUARE, CLEVELAND, Ohio, 44114-1306, United States",,24666134402.00
MTB,M&T Bank Corporation,Finance,Major Banks,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/mtb,2026-06-17,"M&T Bank is a financial holding company headquartered in Buffalo, New York. M&T's principal banking subsidiary, M&T Bank, provides banking products and services with a branch and ATM network spanning the eastern U.S. from Maine to Virginia and Washington, D.C. Trust -related services are provided in select markets in the U.S. and abroad by M&T's Wilmington Trust -affiliated companies and by M&T Bank.",,,,North America,,,,USD,United States,https://www3.mtb.com,,"ONE M&T PLAZA, BUFFALO, New York, 14203, United States",,33440729451.00
STT,State Street Corporation,Finance,Major Banks,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/stt,2026-06-17,"State Street Corporation (NYSE: STT) is one of the world's leading providers of financial services to institutional investors including investment servicing, investment management and investment research and trading. With $54.5 trillion in assets under custody and/or administration and $5.6 trillion* in assets under management as of March 31, 2026, State Street operates globally in more than 100 geographic markets and employs approximately 51,000 worldwide.",,,,North America,,,,USD,United States,https://www.statestreet.com,,"ONE CONGRESS STREET, BOSTON, Massachusetts, 02114, United States",,47407425083.00
CINF,Cincinnati Financial Corporation,Finance,Property-Casualty Insurers,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/cinf,2026-06-17,"Cincinnati Financial Corporation offers primarily business, home and auto insurance through The Cincinnati Insurance Company and its two standard market property casualty companies. The same local independent insurance agencies that market those policies may offer products of our other subsidiaries, including life insurance, fixed annuities and surplus lines property and casualty insurance. For additional information about the company, please visit cinfin.com.",,,,North America,,,,USD,United States,https://www.cinfin.com,,"6200 S. GILMORE ROAD, FAIRFIELD, Ohio, 45014-5141, United States",,26573635408.00
GL,Globe Life Inc.,Finance,Life Insurance,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/gl,2026-06-17,"Globe Life (NYSE: GL) is headquartered in McKinney, TX, and has more than 16,000 insurance agents and 3,600 corporate employees. With a mission to Make Tomorrow Better, Globe Life and its subsidiary companies issue more life insurance policies and have more policyholders than any other life insurance company in the country, with more than 17 million policies in force (excluding reinsurance companies; as reported by S&P Global Market Intelligence 2024). Globe Life's insurance subsidiaries include American Income Life Insurance Company, Family Heritage Life Insurance Company of America, Globe Life And Accident Insurance Company, Liberty National Life Insurance Company, and United American Insurance Company.",,,,North America,,,,USD,United States,https://www.globelifeinsurance.com,,"7677 HENNEMAN WAY, MCKINNEY, Texas, 75070, United States",,13135164218.00
RJF,"Raymond James Financial, Inc.",Finance,Investment Bankers/Brokers/Service,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/rjf,2026-06-17,"Raymond James Financial, Inc. (NYSE: RJF) is a leading diversified financial services company providing private client group, capital markets, asset management, banking and other services to individuals, corporations and municipalities. Total client assets are $1.76 trillion. Public since 1983, the firm is listed on the New York Stock Exchange under the symbol RJF. Additional information is available at www.raymondjames.com.",,,,North America,,,,USD,United States,https://www.raymondjames.com,,"880 CARILLON PARKWAY, ST. PETERSBURG, Florida, 33716, United States",,30851933113.00
BRO,"Brown & Brown, Inc.",Finance,Specialty Insurers,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/bro,2026-06-17,"Brown & Brown, Inc. (NYSE: BRO) is a leading insurance brokerage firm delivering comprehensive and customized insurance solutions and specialization since 1939. With a global presence spanning more than 700+ locations and a team of approximately 23,000 professionals, we are dedicated to delivering scalable, innovative strategies for our customers at every step of their growth journey.",,,,North America,,,,USD,United States,https://www.bbinsurance.com,,"300 NORTH BEACH STREET, DAYTONA BEACH, Florida, 32114, United States",,20235186108.00
WRB,W.R. Berkley Corporation,Finance,Property-Casualty Insurers,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/wrb,2026-06-17,"Founded in 1967, W. R. Berkley Corporation is an insurance holding company that is among the largest commercial lines writers in the United States and operates worldwide in two segments of the property casualty business: Insurance and Reinsurance & Monoline Excess.",,,,North America,,,,USD,United States,https://www.wrberkley.com,,"475 STEAMBOAT ROAD, GREENWICH, Connecticut, 06830, United States",,25452560167.00
AJG,Arthur J. Gallagher & Co.,Finance,Specialty Insurers,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/ajg,2026-06-17,"Gallagher is one of the world's largest insurance brokerage, risk management, and consulting firms. As a community insurance broker and trusted local consultant, we help people and businesses move forward with confidence. With more than 72,000 people working around the globe, we're connected to the places where we do business and to every community we call home. Managing risk with customized solutions and a full spectrum of services, helping you foster a thriving workforce, and always holding ourselves to the highest standards of ethics to help you face every challenge - that's The Gallagher Way.",,,,North America,,,,USD,United States,https://www.ajg.com,,"2850 GOLF ROAD, ROLLING MEADOWS, Illinois, 60008, United States",,55464710000.00
FIS,"Fidelity National Information Services, Inc.",Consumer Discretionary,Business Services,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/fis,2026-06-17,"FIS is a financial technology company providing solutions to financial institutions and businesses. We unlock financial technology to the world across the money lifecycle underpinning the world's financial system. Our people are dedicated to advancing the way the world pays, banks and invests, by helping our clients to confidently run, grow, and protect their businesses. Our expertise comes from decades of experience helping financial institutions and businesses of all sizes adapt to meet the needs of their customers by harnessing where reliability meets innovation in financial technology. Headquartered in Jacksonville, Florida, FIS is a member of the Fortune 500® and the Standard & Poor's 500® Index.",,,,North America,,,,USD,United States,https://www.fisglobal.com,,"347 RIVERSIDE AVENUE, JACKSONVILLE, Florida, 32202, United States",,20416726465.00
FISV,"Fiserv, Inc.",Consumer Discretionary,Business Services,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/fisv,2026-06-17,"Fiserv, Inc. (NASDAQ: FISV), a Fortune 500 company, is a global leader uniting commerce and finance. The company powers sustained growth and innovation at scale for financial institutions and businesses worldwide across payments, account processing, digital banking, merchant acquiring, network services, e-commerce, and Clover®, the all-in-one business management platform. Fiserv is a member of the S&P 500® Index and one of FORTUNE® America's Most Innovative Companies. Visit fiserv.com and follow on social media for more information and the latest company news.",,,,North America,,,,USD,United States,https://www.fiserv.com,,"600 N. VEL R. PHILLIPS AVENUE, MILWAUKEE, Wisconsin, 53203, United States",1986,26572046122.00
FI,,,,blue_chip,sp500,,,,,,,,,,,,,,,,,,
PYPL,"PayPal Holdings, Inc.",Industrials,Diversified Commercial Services,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/pypl,2026-06-17,"PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure. PayPal empowers consumers and businesses in approximately 200 markets across 14,000 banks globally to join and thrive in the global economy.",,,,North America,,,,USD,United States,https://www.paypal.com,,"2211 NORTH FIRST STREET, SAN JOSE, California, 95131, United States",,38503904769.00
SYF,Synchrony Financial,Finance,Finance: Consumer Services,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/syf,2026-06-17,"Synchrony (NYSE: SYF ) is a leading consumer financing company that has been at the heart of American commerce and opportunity for nearly a century. Synchrony delivers credit and banking products that empower tens of millions of consumers to improve their financial lives and access what matters most. Leveraging innovative solutions that are shaping the future of retail commerce, Synchrony supports the growth and success of some of the nation's most respected brands, alongside hundreds of thousands of small and midsize businesses, including health and wellness providers. Committed to excellence in service and culture, Synchrony is honored to be ranked the #1 Best Company to Work For® in the U.S. by Fortune magazine and Great Place to Work®.",,,,North America,,,,USD,United States,https://www.synchrony.com,,"777 LONG RIDGE ROAD, STAMFORD, Connecticut, 06902, United States",2014,25325315520.00
DFS,,,,blue_chip,sp500,,,,,,,,,,,,,,,,,,
CBOE,"Cboe Global Markets, Inc. Common Stock",Finance,Investment Bankers/Brokers/Service,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/cboe,2026-06-17,"Cboe Global Markets (Cboe: CBOE) is a leading global markets operator with a long history of innovation in equity and index derivatives. Since launching the world's first listed options exchange in 1973, Cboe has pioneered landmark products, including the introduction of S&P 500® index options and the creation of the VIX® Index, the world's leading gauge of market volatility, reshaping how investors manage risk and access opportunity. Today, Cboe operates derivatives, equities, and FX markets, providing trading, clearing, and investment solutions for customers worldwide. To learn more, visit www.cboe.com.",,,,,,,,USD,,,,"433 WEST VAN BUREN STREET, CHICAGO, Illinois, 60607, United States",2010,29658805250.00
UNH,UnitedHealth Group Incorporated,Healthcare,Medical Specialities,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/unh,2026-06-17,"UnitedHealth Group (NYSE: UNH) is a healthcare and well-being company with a mission to help people live healthier lives and help make the health system work better for everyone through two distinct and complementary businesses. Optum delivers care aided by technology and data, empowering people, partners and providers with the guidance and tools they need to achieve better health. UnitedHealthcare offers a full range of health benefits, enabling affordable coverage, simplifying the healthcare experience and delivering access to high-quality care.",,,,North America,,,,USD,United States,https://www.unitedhealthgroup.com,,"1 HEALTH DRIVE, EDEN PRAIRIE, Minnesota, 55344, United States",,370205066291.00
JNJ,Johnson & Johnson,Healthcare,Biotechnology: Pharmaceutical Preparations,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/jnj,2026-06-17,"At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated and cured, where treatments are smarter and less invasive, and solutions are personal. Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow and profoundly impact health for humanity.",,,,North America,,,,USD,United States,https://www.jnj.com,,"ONE JOHNSON & JOHNSON PLAZA, NEW BRUNSWICK, New Jersey, 08933, United States",,566129287240.00
LLY,Eli Lilly and Company,Healthcare,Biotechnology: Pharmaceutical Preparations,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/lly,2026-06-17,"Lilly is a medicine company turning science into healing to make life better for people around the world. We've been pioneering life-changing discoveries for 150 years, and today our medicines help tens of millions of people across the globe. Harnessing the power of biotechnology, chemistry and genetic medicine, our scientists are urgently advancing new discoveries to solve some of the world's most significant health challenges: redefining diabetes care; treating obesity and curtailing its most devastating long-term effects; advancing the fight against Alzheimer's disease; providing solutions to some of the most debilitating immune system disorders; and transforming the most difficult-to-treat cancers into manageable diseases. With each step toward a healthier world, we're motivated by one thing: making life better for millions more people.",,,,North America,,,,USD,United States,https://www.lilly.com,,"LILLY CORPORATE CENTER, INDIANAPOLIS, Indiana, 46285, United States",,1057104728235.00
